run_id,region,fuel_type,publish_date,average_price
20260326T104637Z,Metro,ULP,2026-03-26T00:00:00+08:00,258.3
20260326T104637Z,Metro,ULP,2026-03-25T00:00:00+08:00,256.8
20260326T104637Z,Metro,ULP,2026-03-24T00:00:00+08:00,245.2
20260326T104637Z,Metro,ULP,2026-03-23T00:00:00+08:00,246.0
20260326T104637Z,Metro,ULP,2026-03-22T00:00:00+08:00,246.0
20260326T104637Z,Metro,ULP,2026-03-21T00:00:00+08:00,245.5
20260326T104637Z,Metro,ULP,2026-03-20T00:00:00+08:00,241.6
20260326T104637Z,Metro,ULP,2026-03-19T00:00:00+08:00,240.5
20260326T104637Z,Metro,ULP,2026-03-18T00:00:00+08:00,239.9
20260326T104637Z,Metro,ULP,2026-03-17T00:00:00+08:00,228.8
20260326T104637Z,Metro,ULP,2026-03-16T00:00:00+08:00,229.3
20260326T104637Z,Metro,ULP,2026-03-15T00:00:00+08:00,228.7
20260326T104637Z,Metro,ULP,2026-03-14T00:00:00+08:00,228.6
20260326T104637Z,Metro,ULP,2026-03-13T00:00:00+08:00,225.9
20260326T104637Z,Metro,ULP,2026-03-12T00:00:00+08:00,225.6
20260326T104637Z,Metro,ULP,2026-03-11T00:00:00+08:00,222.7
20260326T104637Z,Metro,ULP,2026-03-10T00:00:00+08:00,193.8
20260326T104637Z,Metro,ULP,2026-03-09T00:00:00+08:00,192.0
20260326T104637Z,Metro,ULP,2026-03-08T00:00:00+08:00,190.4
20260326T104637Z,Metro,ULP,2026-03-07T00:00:00+08:00,188.8
20260326T104637Z,Metro,ULP,2026-03-06T00:00:00+08:00,187.0
20260326T104637Z,Metro,ULP,2026-03-05T00:00:00+08:00,188.1
20260326T104637Z,Metro,ULP,2026-03-04T00:00:00+08:00,188.7
20260326T104637Z,Metro,ULP,2026-03-03T00:00:00+08:00,159.3
20260326T104637Z,Metro,ULP,2026-03-02T00:00:00+08:00,161.7
20260326T104637Z,Metro,ULP,2026-03-01T00:00:00+08:00,162.1
20260326T104637Z,Metro,ULP,2026-02-28T00:00:00+08:00,162.7
20260326T104637Z,Metro,ULP,2026-02-27T00:00:00+08:00,164.6
20260326T104637Z,Metro,ULP,2026-02-26T00:00:00+08:00,170.6
20260326T104637Z,Metro,ULP,2026-02-25T00:00:00+08:00,178.7
20260326T104637Z,Metro,ULP,2026-02-24T00:00:00+08:00,156.3
